Options,Statement,Location,Variables,Num of config var,Num of program var,,,,
optimizer_switch,if (thd->optimizer_switch_flag(OPTIMIZER_SWITCH_PREFER_ORDERING_INDEX) || is_force_index),n,1,1,enum,,,,
optimizer_switch,if (recheck_reason != DONT_RECHECK &&(tab->table()->force_index_order ||thd->optimizer_switch_flag(OPTIMIZER_SWITCH_PREFER_ORDERING_INDEX))),y,1,2,enum,,,,
optimizer_switch,if (thd->optimizer_switch_flag(OPTIMIZER_SWITCH_SUBQUERY_TO_DERIVED)),n,1,0,enum,,,,
optimizer_switch,if (thd->optimizer_switch_flag(OPTIMIZER_SWITCH_COND_FANOUT_FILTER)),n,1,0,enum,,,,
optimizer_switch,if (thd->optimizer_switch_flag(OPTIMIZER_SWITCH_COND_FANOUT_FILTER) &&join->where_cond),n,1,1,enum,,,,
optimizer_switch,if (conds &&thd->optimizer_switch_flag(OPTIMIZER_SWITCH_ENGINE_CONDITION_PUSHDOWN)),n,1,1,enum,,,,
optimizer_switch,if (!thd->optimizer_switch_flag(OPTIMIZER_SWITCH_USE_INVISIBLE_INDEXES)),n,1,0,enum,,,,
optimizer_switch,if (thd->optimizer_switch_flag(OPTIMIZER_SKIP_SCAN) || force_skip_scan),n,1,1,enum,,,,
read_only,if (read_only),n,1,0,bool,,,,
read_only,if (!read_only_enabled),n,1,0,bool,,,,
read_only,if (was_read_only) ,n,1,0,bool,,,,
super_read_only,if (super_read_only_mode),n,1,0,bool,,,,
transaction_read_only,if (thd->tx_read_only),n,1,0,bool,,,,
read_only,if (is_read_only),n,1,0,bool,,,,
read_only,if (!read_only && ignore_grl_on_analyze),n,1,1,bool,,,,
"transaction_read_only,read_only",if (read_only || thd->tx_read_only),n,2,0,bool,,,,
read_only,if (thd->tx_read_only &&(sql_command_flags[lex->sql_command] & CF_DISALLOW_IN_RO_TRANS)),n,1,1,bool,,,,
read_only,if (read_only == false || read_only == opt_readonly),n,1,1,bool,,,,
"read_only,super_read_only",if (opt_super_readonly && !read_only) ,n,2,0,bool,,,,
read_only,if (srv_read_only_mode),n,1,0,bool,,,,
read_only,if (!s_latch_by_caller && !srv_read_only_mode && !modify_external),n,1,2,bool,,,,
read_only, if (srv_flush_sync && !srv_read_only_mode),n,1,1,bool,,,,
read_only,if (!srv_read_only_mode && !table->is_temporary()) ,y,1,1,bool,,,,
read_only,if (read_only_mode && !m_moved.empty()),y,1,1,bool,,,,
read_only,if (srv_read_only_mode && !m_ignore_read_only),n,1,1,bool,,,,
read_only,if (!srv_read_only_mode && segment < limit) ,n,1,2,bool,,,,
read_only,if (srv_read_only_mode || !trx->check_foreigns),n,1,1,bool,,,,
read_only,if (!srv_read_only_mode && srv_innodb_status),n,1,1,bool,,,,
read_only, if (type == TEMP || (!srv_read_only_mode && srv_force_recovery == 0)),n,1,2,bool,,,,
read_only,if (srv_read_only_mode || srv_force_recovery > 0),n,1,1,bool,,,,
read_only,if (!trx->read_only &&(trx->mysql_thd == nullptr || read_write || trx->ddl_operation)),n,1,3,bool,,,,
read_only,if (trx->read_only || trx->rsegs.m_redo.rseg == nullptr),n,1,1,bool,,,,
transaction_read_only,if (read_write && trx->id == 0 && !trx->read_only) ,n,1,2,bool,,,,
read_only,if (state->m_read_only),n,1,0,bool,,,,
super_read_only,if (!lv.server_shutdown_status && server_engine_initialized() &&enabled_super_read_only),y,1,1,bool,,,,
super_read_only,if (!server_super_read_only_query),n,1,0,bool,,,,
super_read_only,if (!super_read_only_enabled),n,1,0,bool,,,,
super_read_only,if (super_read_only_mode) ,n,1,0,bool,,,,
super_read_only,if (super_read_only == opt_super_readonly),n,1,0,bool,,,,
"require_secure_transport,share_memory",if (opt_require_secure_transport && !opt_enable_shared_memory && !have_ssl() && !opt_initialize),y,2,1,,,,,
skip_networking, if (!skip_networking),n,1,0,bool,,,,
slow_launch_time,if (launch_time >= slow_launch_time * 1000000ULL),n,1,1,num,,,,
sql_mode,if (sql_mode != nullptr),n,1,0,enum,,,,
sql_mode,if (thd->variables.sql_mode &(MODE_NO_ZERO_IN_DATE | MODE_NO_ZERO_DATE | MODE_INVALID_DATES)),n,1,0,enum,,,,
sql_mode,if (thd->variables.sql_mode & MODE_TIME_TRUNCATE_FRACTIONAL),n,1,0,enum,,,,
sql_mode, if (thd->variables.sql_mode & MODE_NO_ZERO_DATE),n,1,0,enum,,,,
sql_mode,if (thd->variables.sql_mode & MODE_NO_ZERO_DATE),n,1,0,enum,,,,
sql_mode,if (thd->variables.sql_mode & MODE_NO_ZERO_IN_DATE),n,1,0,enum,,,,
sql_mode,if (thd->variables.sql_mode & MODE_INVALID_DATES),n,1,0,enum,,,,
sql_mode,if (thd->variables.sql_mode & MODE_TIME_TRUNCATE_FRACTIONAL),n,1,0,enum,,,,
sql_mode,if (field_charset->pad_attribute == NO_PAD &&!(current_thd->variables.sql_mode & MODE_PAD_CHAR_TO_FULL_LENGTH)),n,1,1,enum,,,,
sql_mode,if (unsigned_flag && (thd->variables.sql_mode & MODE_NO_UNSIGNED_SUBTRACTION)),n,1,1,enum,,,,
tmp_table_size,if (thd->variables.tmp_table_size < std::numeric_limits<size_t>::max()),n,1,0,num,,,,
tmp_table_size,if (thd->variables.tmp_table_size == 0) ,n,1,0,enum,,,,
updatable_views_with_limit,if (thd->variables.updatable_views_with_limit),n,1,0,bool,,,,



